ticker,id_share,industry,Index,P/E,EPS (ttm),Insider Own,Perf Week,Forward P/E,EPS next Y,Insider Trans,Perf Month,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,Market Cap_full_count,Income_full_count,Sales_full_count,Shs Outstand_full_count,Shs Float_full_count,Avg Volume_full_count,52_w_range_low,52_w_range_high,Volatility_low_%,Volatility_high_%
AVO,660,Consumer Defensive,-,21.08,0.63,16.0,-1.19,14.41,11.2,-4.67,-8.78,1.33,0.1,22.8,0.78,-34.64,1.06,54.8,0.33,1.96,-31.48,7.56,1.76,5.4,20.0,-37.53,1.19,11.15,15.8,9.0,-15.29,,,,5.7,-42.0,,,2.2,,14.0,1.45,0.48,2800.0,2.8,14.6,6.8,32.98,Yes,0.31,-6.1,5.0,0.61,13.55,Yes,0.29,Dec 22 AMC,0.0,13.3,2.0,-3.22,-14.94,-29.29,89480.0,-1.85,942170000.0,44900000.0,891700000.0,70610000.0,37090000.0,146910.0,13.11,22.93,2.86,3.4
AVXL,661,Healthcare,-,,-0.54,3.2,23.56,52.67,148.0,0.0,-17.92,,-0.15,28.1,7.96,-40.77,,-20.3,0.84,4.97,-34.41,1.99,6.35,-32.5,34.79,-0.51,2.04,6.2,,-35.3,-27.1,,,-5.3,,-59.87,0.7,,15.0,,,27.29,1.12,25.0,15.0,,,47.19,Yes,0.0,-57.0,,1.83,11.74,Yes,0.0,Feb 09 AMC,,12.64,1.7,3.03,-18.95,-28.62,2117681.0,7.67,942440000.0,-37900000.0,,75780000.0,73580000.0,1180000.0,9.93,31.5,8.45,9.18
AVNT,662,Basic Materials,-,17.53,2.99,1.0,6.24,15.12,15.14,-1.21,-5.52,1.34,0.55,94.8,1.4,-9.54,1.06,49.7,0.03,2.79,6.16,19.35,2.71,5.6,66.3,21.01,5.83,8.99,13.1,15.9,-6.31,0.95,30.81,-2.7,5.2,-14.71,1.66,1.81,1.4,2.1,24.3,26.07,1.72,8400.0,1.9,31.9,8.1,51.65,Yes,1.05,3011.8,6.0,1.52,53.03,Yes,1.05,Feb 08 BMO,27.9,52.42,1.6,1.88,-2.47,1.81,685022.0,-1.15,4900000000000.0,275200000.0,4610000000000.0,91400000.0,90330000.0,454790.0,41.58,61.46,3.22,3.4
AWRE,663,Technology,-,,-0.29,3.1,14.43,,43.8,11.49,8.47,,-0.1,35.6,0.26,2.46,4.48,8.5,,1.04,-18.18,1.96,1.7,-12.6,6.0,-30.77,1.52,2.19,,-14.1,5.71,,,-30.4,-17.0,-39.78,0.23,,7.4,-10.4,92.3,25.66,0.17,90.0,7.4,68.0,-39.4,66.27,Yes,0.0,11.4,-38.1,0.24,3.27,Yes,0.0,Mar 01 AMC,,3.33,2.0,13.81,8.64,-7.18,8014.0,1.83,72990000.0,-6200000.0,16300000.0,21530000.0,13110000.0,33370.0,2.65,5.53,8.45,5.6
AWP,664,Financial,-,3.46,1.78,,-0.48,,,,-5.81,,,20.83,,-6.53,28.35,,,0.07,-7.37,6.58,0.94,,,12.2,,,,,-9.94,0.48,,,,-10.98,,7.79,,,,15.79,0.15,,,27.4,,43.75,No,,162.9,,1.49,6.22,Yes,,-,,6.16,,-1.42,-3.65,-4.74,565003.0,-0.96,526110000.0,,18560000.0,85410000.0,,384450.0,5.32,6.92,1.53,2.52
AWR,665,Utilities,-,33.87,2.54,0.4,-4.15,32.68,7.39,-10.81,-10.35,5.06,0.46,77.7,1.86,-8.19,6.33,2.5,1.17,4.07,-3.11,18.38,4.68,5.1,92.2,5.33,0.19,451.77,6.7,14.1,-16.89,1.46,,7.8,8.4,-17.15,0.18,1.7,0.9,1.3,80.0,22.69,2.18,841.0,1.0,2.3,27.9,27.18,Yes,0.89,6.1,18.4,0.91,88.22,Yes,0.85,Nov 01 AMC,54.4,85.97,2.8,-5.76,-10.53,-3.19,167848.0,-2.55,3210000000000.0,93900000.0,506400000.0,36930000.0,36610000.0,167740.0,70.07,103.77,2.18,2.33
AWK,666,Utilities,S&P 500,35.99,4.18,0.1,-4.51,33.62,5.34,-16.96,-10.64,4.39,0.85,87.2,1.05,-12.55,7.09,13.5,0.17,2.32,-15.24,37.73,3.99,3.1,175.62,-8.75,0.38,395.11,8.2,11.5,-20.36,2.41,,8.1,5.9,-20.69,0.38,1.6,0.8,3.6,,14.81,4.3,7000.0,0.9,1.2,31.8,26.49,Yes,1.61,5.3,19.6,1.04,155.73,Yes,1.51,Feb 16 AMC,54.9,150.41,2.8,-5.83,-12.07,-10.98,854135.0,-3.42,27660000000000.0,763000000.0,3900000000000.0,182000000.0,180670000.0,818570.0,131.01,189.65,2.08,2.65
AWH,667,Healthcare,-,,-0.26,45.18,7.21,,-21.4,0.0,-19.05,,-0.08,28.5,13.92,-56.73,19.79,-1.0,-9.45,5.74,-70.32,0.34,3.5,-62.0,4.0,-86.97,0.42,2.82,,-78.1,-32.77,,,15.2,-124.9,-87.54,2.8,,7.3,16.4,35.6,20.2,0.11,68.0,7.4,41.7,,41.8,Yes,0.08,-108.5,,0.23,1.26,Yes,0.07,Nov 10 BMO,,1.19,1.5,-0.19,-22.69,-66.49,356367.0,-5.56,126630000.0,-28800000.0,6400000.0,112080000.0,63270000.0,1530000.0,0.99,9.55,7.74,9.49
AWTM,668,Financial,-,,,,-0.25,,,,-0.4,,,,,-0.85,,,,,-1.08,,,,,-1.43,,,,,-0.48,0.61,,,,-1.55,,1.24,,,,0.71,0.03,,,,,13.97,No,,,,1.03,49.28,No,,-,,49.23,,-0.32,-0.46,-0.91,2066.0,-0.11,,,,,,2029.9999999999998,48.88,50.0,0.02,0.03
AWI,669,Industrials,-,25.93,3.71,0.7,-0.3,18.62,20.2,-11.51,-12.79,,1.05,,1.03,-14.53,4.36,-136.0,-1.54,1.74,-13.7,10.99,8.75,9.6,117.78,15.43,1.96,49.11,,33.7,-17.21,0.92,47.5,-29.9,25.1,-18.62,1.19,0.96,1.1,3.1,36.3,26.64,3.03,2700.0,1.6,18.6,23.4,34.46,Yes,1.24,-6.1,15.4,1.62,98.56,Yes,1.19,-,24.5,96.14,2.7,-4.69,-10.87,-9.17,459131.0,-2.46,4630000000000.0,177800000.0,1060000000000.0,47500000.0,46860000.0,277050.0,75.92,118.14,2.68,3.08
AWX,670,Industrials,-,4.62,0.74,29.77,6.5,,,0.0,-8.27,,,12.7,0.24,-12.91,0.2,103.1,,0.3,-34.35,10.14,0.34,3.7,,-12.02,1.06,3.26,,7.6,-4.71,,,15.1,1.3,-43.33,1.17,,0.9,2.0,20.5,14.67,0.16,388.0,0.9,28.3,5.3,49.19,No,0.54,24.1,4.3,0.03,3.44,Yes,0.51,-,0.0,3.44,,-0.02,-3.24,-15.02,599.0,0.0,13350000.0,2900000.0,67400000.0,3900000.0,2310000.0,18290.0,3.0,6.07,3.17,4.03
AX,671,Financial,-,14.77,3.76,1.8,4.97,12.57,11.04,-6.39,-7.19,1.48,0.99,80.3,3.28,-8.51,5.26,19.5,-0.56,6.32,10.16,25.6,2.17,1.5,63.38,23.83,28.19,1.97,10.0,16.0,-0.55,,86.88,14.0,26.2,-10.95,1.5,,,14.2,,29.0,2.26,1165.0,,1.1,88.8,53.04,Yes,0.17,10.4,36.4,1.62,55.69,Yes,0.17,Jan 27 AMC,0.0,55.6,1.7,1.84,-0.04,8.77,453336.0,-0.16,3300000000000.0,228900000.0,628000000.0,59500000.0,53250000.0,276890.0,43.1,62.44,2.92,4.62
AVTR,672,Basic Materials,-,47.66,0.79,0.5,-0.82,21.73,14.86,-23.66,-2.22,2.42,0.36,96.4,2.83,-2.24,3.19,110.7,1.72,4.32,-2.8,5.27,7.11,2.5,44.67,23.88,2.3,16.28,19.7,12.5,-11.11,,25.68,,4.1,-15.57,,,2.1,58.6,33.5,43.31,1.31,12400.0,2.7,14.3,7.5,49.6,Yes,1.8,332.9,3.7,0.7,37.7,Yes,1.79,Feb 03 AMC,170.4,37.46,1.6,1.39,-2.83,0.0,2683938.0,-0.64,23220000000000.0,465600000.0,7270000000000.0,588500000.0,571570000.0,3750000.0,26.14,44.37,2.95,3.48
AWF,673,Financial,-,6.96,1.62,0.1,-0.27,,,1.14,-6.17,,,25.33,,-8.97,15.35,,,0.08,-9.49,12.98,0.87,,,-4.9,,,,,-7.17,0.79,,-4.77,,-10.85,,7.02,,,,2.64,0.14,,,4.3,,36.23,No,,-67.1,,2.34,11.27,Yes,,-,,11.26,,-1.69,-4.68,-7.54,481612.0,-0.09,970950000.0,,63230000.0,86230000.0,,212160.0,10.97,12.63,1.01,1.28
AWAY,674,Financial,-,,,,10.58,,,,4.1,,,,,-9.8,,,,,-4.83,,,,,-12.92,,,,,4.23,0.01,,,,-26.46,,0.04,,,,17.65,0.69,,,,,63.38,Yes,,,,1.96,25.52,Yes,,-,,25.4,,8.35,6.54,-6.5,568292.0,-0.47,,,,,,289970.0,21.59,34.54,2.45,2.7
AVYA,675,Technology,-,,-0.22,2.6,-6.76,4.89,7.93,-8.01,-19.96,,0.68,,8.93,-24.93,0.44,97.3,-1.13,4.88,-23.76,4.62,3.4,-0.3,30.38,-51.48,6.03,2.61,4.9,-5.3,-20.61,,56.41,33.4,5.5,-53.85,1.51,,1.4,-4.3,55.5,15.16,1.31,8063.0,1.5,0.7,6.5,40.2,Yes,7.24,-81.8,-0.6,2.57,13.9,Yes,7.22,Feb 09 BMO,,15.72,2.4,-12.42,-17.25,-28.76,3766320.0,13.09,1300000000000.0,-17000000.0,2970000000000.0,84800000.0,81840000.0,1500000.0,13.65,34.06,10.75,7.0
AVUV,676,Financial,-,,,,1.62,,,,-3.62,,,,,-4.53,,,,,4.11,,,,,19.23,,,,,-1.12,0.9,,,,-6.79,,1.14,,,,20.92,1.91,,,,,51.16,Yes,,,,1.22,79.71,Yes,,-,,78.85,,0.56,0.15,2.27,444770.0,-1.08,,,,,,366810.0,65.21,84.59,1.73,2.67
AVUS,677,Financial,-,,,,1.33,,,,-3.86,,,,,-3.41,,,,,0.62,,,,,13.9,,,,,-4.12,0.78,,,,-5.41,,1.01,,,,18.54,1.48,,,,,49.31,Yes,,,,2.95,78.06,Yes,,-,,76.86,,0.58,-1.39,1.06,418505.0,-1.54,,,,,,147190.0,64.84,81.26,1.5,2.07
AVTX,678,Healthcare,-,,-0.91,0.2,5.84,,18.1,,-1.33,,-0.16,71.3,3.81,-58.64,15.69,-154.4,-1.12,2.9,-67.82,0.4,2.36,-121.3,6.0,-74.1,,,,-270.3,-44.54,,,4.5,-284.8,-79.05,1.87,,4.0,,82.8,20.7,0.12,32.0,4.0,27.3,,39.63,Yes,0.81,1.8,,0.75,0.95,Yes,0.81,-,,0.94,1.6,1.8,-32.35,-60.38,391561.0,-0.77,105110000.0,-81400000.0,6700000.0,100490000.0,39540000.0,520600.0,0.78,4.5,10.39,11.15
AVTE,679,Healthcare,-,,-0.76,,1.4,,-50.3,,-6.0,,-0.32,,10.69,-50.53,,-193.2,0.87,6.19,-30.88,7.78,1.21,,24.67,,7.74,1.21,,,-20.27,,,,,-68.06,,,47.9,,,21.45,0.97,8.0,47.9,,,45.28,No,0.0,-330.7,,0.48,9.6,Yes,0.0,Nov 15 BMO,,9.4,1.5,-1.56,-9.51,-34.37,33543.0,-2.08,219770000.0,-17500000.0,,23110000.0,4000000.0,69070.0,7.74,29.43,9.54,10.87
AVT,680,Technology,-,8.97,4.53,0.7,-1.36,7.16,-0.56,-4.42,-2.24,0.86,1.52,98.9,3.0,3.23,0.19,723.2,0.31,4.64,-2.78,42.44,0.96,5.0,45.75,4.53,1.65,24.59,10.4,11.1,-1.5,0.96,,-8.1,5.4,-10.61,1.5,2.36,1.2,3.1,12.0,13.72,1.22,14500.0,2.2,25.6,2.7,50.75,Yes,0.36,684.3,2.1,0.73,41.11,Yes,0.27,Jan 26 AMC,19.9,40.61,2.8,0.09,1.48,1.16,463930.0,-1.22,4130000000000.0,455000000.0,21590000000000.0,99030000.0,98070000.0,635550.0,35.71,45.43,2.37,3.17
AXR,681,Real Estate,-,9.12,1.49,0.3,12.08,,,26.94,-5.24,,,29.3,0.6,-14.67,1.79,231.0,0.05,0.97,3.83,12.79,1.06,11.0,,54.68,4.29,3.16,,12.3,-10.86,,6.39,22.4,7.3,-27.93,0.77,,,-0.8,35.4,93.57,0.87,19.0,,74.2,26.2,50.49,No,0.06,360.2,20.6,1.03,13.05,Yes,0.06,Dec 08 AMC,0.0,13.55,,2.44,-7.03,-1.9,19534.0,3.83,95800000.0,11000000.0,53400000.0,7360000.0,3150000.0,19320.0,7.0,18.8,7.14,6.49
AXNX,682,Healthcare,-,,-1.83,0.7,12.99,,33.2,-41.27,-5.07,,-0.37,,9.95,-13.95,14.86,46.9,0.01,7.54,-16.91,10.93,4.97,-15.9,72.75,-0.88,,,,-18.9,-3.05,,,,-17.4,-31.98,0.41,,9.4,,63.3,28.13,3.23,416.0,11.9,33.2,-40.1,55.91,Yes,0.0,-62.9,-47.1,0.85,55.64,Yes,0.0,Feb 24 AMC,,54.29,1.6,8.53,2.5,-11.82,461622.0,-2.43,2410000000000.0,-76200000.0,161900000.0,44850000.0,40910000.0,539610.0,42.37,79.81,5.44,6.61
AXP,683,Financial,DJIA S&P500,19.56,9.99,0.1,6.23,17.22,17.14,-38.77,11.48,0.57,2.46,87.1,1.31,7.78,3.5,-52.9,0.05,2.39,16.02,31.08,6.29,3.7,195.52,52.37,35.64,5.49,34.57,28.4,19.5,1.72,17.94,-5.7,2.1,-1.62,1.15,0.88,,2.2,68.6,55.07,5.2,63700.0,,23.3,21.4,74.49,Yes,4.96,73.7,16.2,1.05,196.4,Yes,1.41,Jan 25 BMO,20.0,195.51,2.4,11.23,15.72,16.53,4511139.0,-0.45,149960000000000.0,7920000000000.0,42840000000000.0,786000000.0,766950000.0,4220000.0,126.07,198.72,2.5,3.12
AXLA,684,Healthcare,-,,-1.71,0.7,4.27,,-1.2,-5.61,-17.79,,-0.45,62.0,0.84,-45.54,,49.9,0.06,3.58,-48.18,0.93,1.84,-69.9,14.38,-73.32,1.66,1.03,0.0,-112.2,-18.18,,,,,-75.0,,,8.7,,,18.74,0.12,59.0,8.7,,,43.07,Yes,0.0,-21.4,,6.71,1.65,Yes,0.7,Nov 11 BMO,,1.71,2.1,-0.44,-19.11,-44.7,452128.0,3.64,68190000.0,-61900000.0,,38200000.0,31470000.0,73800.0,1.44,6.84,6.12,7.59
AXON,685,Industrials,-,,-0.4,5.4,2.99,75.96,-8.88,-22.55,-3.73,,0.18,76.8,1.82,-15.31,11.08,-289.8,1.8,1.93,-22.67,16.83,8.57,-1.4,219.9,-29.15,8.68,16.62,18.8,-2.0,-8.17,,94.01,-15.7,-1.0,-32.11,0.44,,2.7,28.0,62.8,19.07,5.61,1710.0,3.0,39.4,-15.5,51.38,Yes,0.0,,-2.4,0.88,148.75,Yes,0.0,Nov 15 AMC,,144.18,1.6,4.17,-1.62,-11.93,535415.0,-3.07,9660000000000.0,-20700000.0,871900000.0,66190000.0,64830000.0,610560.0,121.09,212.37,3.47,4.26
AYI,686,Industrials,-,20.18,9.3,0.5,-0.73,14.86,8.24,-0.54,-10.1,1.58,2.35,,2.6,-15.57,1.84,33.5,-0.17,2.98,3.26,59.06,3.18,9.5,228.44,50.38,14.28,13.14,12.78,16.5,-11.36,0.52,21.51,4.8,13.3,-16.44,1.61,0.28,1.7,1.0,42.5,59.16,6.02,13000.0,2.3,16.9,12.7,38.78,Yes,0.0,56.5,9.3,0.76,191.82,Yes,0.24,Jan 07 BMO,5.5,187.67,2.1,-4.14,-6.97,-1.72,229976.0,-2.16,6620000000000.0,334300000.0,3600000000000.0,35100000.0,34820000.0,304540.0,117.92,224.59,2.33,2.96
AXTI,687,Technology,-,23.68,0.32,1.8,7.04,19.34,17.31,0.0,-14.03,2.37,0.06,55.2,2.68,-12.94,2.58,212.2,-1.02,5.07,-22.13,4.88,1.56,4.5,14.2,-37.65,1.14,6.64,10.0,7.0,-13.73,,,25.0,2.9,-52.02,2.18,,2.6,4.2,35.1,17.47,0.41,784.0,4.3,35.7,9.3,47.75,Yes,0.07,268.2,10.8,0.91,7.72,Yes,0.0,-,0.0,7.6,2.0,0.19,-6.12,-16.21,193661.0,-1.55,327410000.0,13700000.0,126700000.0,41460000.0,40020000.0,211060.0,6.47,15.84,4.18,5.43
AYLA,688,Healthcare,-,,-2.91,51.52,-5.74,,9.9,0.0,-18.9,,-0.58,56.2,0.62,-55.18,24.39,-74.1,34.41,1.88,-56.74,2.72,2.05,-79.5,22.38,-72.03,2.75,2.03,,-91.3,-34.43,,,,-78.7,-80.54,,,7.6,,0.0,16.98,0.6,34.0,7.6,-14.3,,35.1,No,0.0,-15.2,,0.31,5.61,Yes,0.0,-,,5.58,1.6,-7.86,-27.72,-45.24,10648.0,-0.53,82920000.0,-39600000.0,3400000.0,14480000.0,9750000.0,32280.0,4.77,28.68,10.79,10.53
AXS,689,Financial,-,8.12,6.9,1.5,-1.15,8.41,11.36,0.0,-0.18,0.68,1.8,93.1,1.14,6.69,0.9,-153.5,-0.48,2.17,5.72,56.45,0.99,1.0,63.0,8.87,11.09,5.05,12.0,5.6,2.77,1.72,8.0,-18.1,0.6,-4.49,0.92,3.07,,2.9,,25.83,1.52,1921.0,,7.3,9.6,51.4,Yes,0.27,164.2,5.0,0.87,56.56,Yes,0.27,Jan 26 AMC,52.9,55.98,,-0.72,3.23,7.72,347400.0,-1.03,4780000000000.0,588400000.0,5320000000000.0,84770000.0,77140000.0,403870.0,44.49,58.61,2.12,2.93
AXU,690,Basic Materials,-,,-0.05,3.37,5.88,6.0,1100.0,0.0,-16.28,,0.0,31.88,4.2,-28.0,14.51,110.0,,7.05,-19.1,1.27,1.13,,,-49.47,,,,,-17.24,,,,,-56.89,0.88,,1.8,,,7.46,0.1,130.0,2.1,712.5,,41.42,Yes,0.03,126.7,,0.82,1.45,Yes,0.02,Nov 09 AMC,,1.44,2.0,-7.81,-13.09,-29.69,720027.0,-0.69,273800000.0,,18870000.0,150910000.0,145820000.0,868770.0,1.34,3.34,5.7,7.36
AY,691,Utilities,-,,-0.64,44.2,2.65,41.89,692.9,0.0,-3.62,,-0.03,47.7,5.83,-15.27,3.01,-81.2,2.3,6.38,-16.73,13.99,2.32,-0.7,41.22,-21.02,8.85,3.67,49.5,-4.3,-9.09,1.74,9.09,15.5,4.5,-23.9,0.72,5.35,1.5,5.1,97.0,5.14,0.99,441.0,1.5,8.6,29.4,45.59,Yes,4.06,-111.9,-5.7,0.76,33.25,Yes,3.59,Nov 10 BMO,,32.51,2.6,-0.01,-6.47,-11.75,434836.0,-2.23,3570000000000.0,-67400000.0,1180000000000.0,111060000.0,61200000.0,559640.0,30.92,42.72,2.84,2.98
AXTA,692,Basic Materials,-,25.84,1.14,0.23,1.24,12.61,22.67,-4.34,-9.76,1.31,0.27,,1.07,-8.49,1.55,-51.2,0.84,1.22,-6.63,6.27,4.69,4.1,36.06,6.75,2.69,10.92,19.75,20.5,-11.2,,12.27,5.7,5.1,-14.01,1.43,,1.4,-1.9,32.4,11.32,0.93,13000.0,2.0,6.0,11.7,43.3,Yes,2.67,-14.3,6.7,1.29,29.9,Yes,2.64,Jan 31 AMC,0.0,29.41,2.2,-2.32,-6.06,-5.39,2535573.0,-1.64,6860000000000.0,263899999.99999997,4420000000000.0,229900000.0,226080000.0,1990000.0,26.42,34.2,2.34,3.05
AXSM,693,Healthcare,-,,-3.35,0.5,16.54,,-8.6,5.74,-4.78,,-1.03,50.7,11.73,-17.47,,-37.7,-3.34,5.73,29.58,1.13,27.88,-82.0,81.0,-57.26,3.23,9.76,,-154.9,-16.62,,,-22.0,,-58.81,2.39,,4.7,,,62.54,2.29,60.0,4.7,,,54.66,Yes,0.0,-50.7,,0.82,32.11,Yes,1.15,Nov 08 BMO,,31.5,1.9,12.53,-1.7,-25.46,588349.0,-1.9,1120000000000.0,-125600000.0,,37680000.0,29540000.0,604470.0,19.38,76.48,7.46,8.69
AYTU,694,Healthcare,-,,-4.02,0.4,10.66,,55.5,0.0,-6.25,,-0.58,17.7,5.99,-43.28,0.49,-15.5,0.02,3.34,-62.5,4.36,0.31,-35.1,17.5,-84.55,1.5,0.9,,-64.8,0.0,,,,-37.4,-88.52,-0.38,,0.7,91.3,43.2,27.36,0.09,175.0,0.9,62.2,,50.76,Yes,0.19,-207.2,,0.46,1.37,Yes,0.0,Nov 15 AMC,,1.35,2.0,6.89,-8.04,-59.09,229835.0,-1.46,36180000.0,-81800000.0,74000000.0,28150000.0,26380000.0,472620.0,1.06,11.76,5.95,7.75
AXGN,695,Healthcare,-,,-0.68,2.7,7.68,,10.0,0.0,-11.69,,-0.13,78.6,2.59,-32.79,2.72,19.9,-2.03,2.62,-46.49,2.78,3.13,-13.5,21.83,-55.14,2.29,3.8,,-23.2,-7.26,,,-3.0,-14.9,-63.7,0.79,,5.1,32.7,80.0,15.71,0.61,346.0,5.8,-6.6,-19.8,48.23,Yes,0.4,-366.8,-21.6,0.72,8.99,Yes,0.4,Feb 22 AMC,,8.69,1.9,1.95,-5.58,-43.64,280966.0,-3.34,348640000.0,-27700000.0,128300000.00000001,41470000.0,39630000.0,392500.0,7.51,23.94,6.03,6.79
AYRO,696,Consumer Cyclical,-,,-0.91,0.8,11.3,,37.8,-7.82,-19.5,,-0.22,13.9,9.92,-54.93,16.89,75.2,-33.85,2.97,-69.74,2.16,0.59,-37.8,5.0,-86.28,2.16,0.59,,-40.0,-20.5,,,-48.13,,-88.87,3.73,,13.7,-42.0,-18.9,23.08,0.11,375.0,14.2,50.0,,45.68,Yes,0.0,-150.5,,0.66,1.28,Yes,0.0,Nov 15 BMO,,1.28,2.0,2.89,-19.34,-62.68,735738.0,0.0,45610000.0,-30100000.0,2700000.0,36310000.0,32210000.0,1080000.0,1.04,11.5,8.24,8.81
AXL,697,Consumer Cyclical,-,11.04,0.76,1.93,0.36,5.39,51.17,0.0,-13.9,,0.03,91.6,3.68,-11.91,0.18,-15.0,0.63,3.2,-10.97,3.79,2.21,1.5,11.38,-20.83,4.27,1.96,,20.9,-10.4,,1.85,-29.5,-9.2,-35.96,2.41,,1.4,3.8,15.3,11.47,0.45,20000.0,1.8,-14.2,5.5,44.68,Yes,7.21,-102.0,1.6,1.5,8.44,Yes,7.17,Feb 11 BMO,0.0,8.36,2.7,-2.48,-7.87,-13.4,2292810.0,-0.95,979370000.0,86000000.0,5360000000000.0,114100000.0,111860000.0,1290000.0,7.5,13.06,3.45,5.4
AXDX,698,Healthcare,-,,-1.25,3.3,7.47,,8.5,104.02,-30.89,,-0.25,36.3,18.75,-50.57,16.72,9.7,-1.18,16.26,-53.61,-0.65,,-81.7,8.33,-79.19,0.9,3.37,30.0,123.7,-42.15,,,-6.7,-76.1,-79.27,1.9,,8.2,137.7,35.4,14.39,0.3,224.0,9.5,-13.9,,38.41,Yes,,55.7,,0.52,2.89,Yes,,Nov 09 AMC,,3.02,2.4,-10.74,-29.09,-50.64,225251.0,4.5,192250000.0,-73800000.0,11500000.0,61150000.0,37340000.0,430560.0,2.64,14.57,7.84,9.81
AYX,699,Technology,-,,-1.78,0.7,6.06,,96.4,-14.96,-10.29,,0.05,80.8,4.39,-26.98,6.7,-193.3,0.1,3.31,-24.75,6.08,8.87,-8.2,88.54,-53.91,9.18,5.87,,-27.2,-10.91,,69.89,2.9,-0.1,-56.71,0.69,,2.7,55.9,90.4,8.52,2.88,1786.0,2.7,-4.8,-16.3,45.32,Yes,1.84,,-23.0,0.87,54.36,Yes,1.66,Feb 15 AMC,,53.9,2.2,-1.07,-8.73,-24.94,685595.0,-0.85,3500000000000.0,-120100000.0,522900000.0,67330000.0,58800000.0,780630.0,49.67,124.5,4.18,5.35
AZ,700,Industrials,-,,-6.12,37.99,5.02,,,0.0,-26.78,,,,,-3.46,71.39,-70.6,,,13.14,0.58,11.55,-347.9,,-18.49,,,,-667.2,-38.13,,,,179.7,-45.79,,,5.6,,51.3,48.89,0.65,,6.1,0.0,,45.25,No,0.1,-90.0,,0.73,6.8,Yes,0.07,-,,6.7,,-2.55,-14.56,-12.13,37682.0,-1.44,221300000.0,-51500000.0,3100000.0,23850000.0,16610000.0,50950.0,4.5,12.36,5.52,9.83
AZZ,701,Industrials,-,15.41,3.11,0.2,-0.5,13.87,8.91,0.0,-7.28,1.54,0.69,91.5,0.99,-15.24,1.37,-17.1,0.29,2.28,-10.85,26.21,1.83,7.7,62.0,-2.5,0.82,58.82,10.0,12.3,-13.19,0.68,32.43,-12.2,6.3,-18.07,1.41,1.42,2.0,-1.2,24.7,7.87,1.42,3883.0,2.9,2.3,12.1,40.62,Yes,0.0,11.8,9.0,1.03,48.72,Yes,0.3,Jan 10 BMO,21.6,48.0,2.3,-1.34,-7.28,-9.31,114976.0,-1.48,1200000000000.0,78600000.0,873600000.0,24730000.0,24220000.0,105730.0,44.5,58.59,2.19,2.98
BAB,702,Financial,-,,,,-1.98,,,,-3.77,,,,,-5.66,,,,,-6.53,,,,,-6.7,,,,,-5.4,0.91,,,,-8.29,,2.92,,,,-0.83,0.21,,,,,28.33,Yes,,,,1.39,31.54,Yes,,-,,31.18,,-2.5,-4.22,-5.44,474830.0,-1.14,,,,,,343640.0,31.44,34.0,0.65,0.56
B,703,Industrials,-,25.83,1.75,2.0,-0.04,19.36,26.67,-2.96,-4.05,2.58,0.47,88.5,1.04,2.35,1.88,-59.6,0.8,2.47,-9.21,27.37,1.65,3.4,55.2,-14.28,1.82,24.87,10.0,6.5,-2.88,0.64,21.19,-10.7,4.1,-21.5,1.17,1.41,1.4,-1.2,36.0,11.85,1.25,5000.0,2.2,20.8,11.9,46.2,Yes,0.45,81.0,7.2,1.2,46.12,Yes,0.45,Feb 18 BMO,36.4,45.25,2.2,-1.47,-1.83,-4.63,237905.0,-1.89,2320000000000.0,89500000.0,1240000000000.0,50910000.0,47230000.0,199900.0,40.46,57.64,2.33,2.9
AZUL,704,Industrials,-,,-6.32,,6.23,,79.0,,23.72,,-0.64,42.3,9.74,12.81,1.26,-349.3,9.54,4.1,-23.03,-24.36,,-25.0,20.42,-31.35,5.91,2.77,,25.6,24.09,,,-47.0,-20.2,-44.38,1.17,,0.5,-1.7,49.8,44.83,0.78,11968.0,0.6,237.5,-9.6,63.07,Yes,,-55.1,-51.9,0.93,16.14,Yes,,Nov 11 BMO,,16.38,2.7,9.0,18.14,-15.85,1961492.0,1.49,1900000000000.0,-783600000.0,1510000000000.0,139430000.0,89180000.0,2120000.0,11.31,29.45,4.73,4.7
BA,705,Industrials,DJIA S&P500,,-7.15,0.1,5.99,29.73,124.09,-0.09,1.26,,-0.04,54.2,1.53,0.11,2.05,65.8,0.87,0.85,-8.16,-25.49,,-2.9,255.25,3.84,27.87,7.85,20.17,26.2,8.66,,,-23.8,-5.0,-21.47,1.45,,0.4,-7.8,4.8,19.03,7.58,142000.0,1.3,-6.4,-4.7,60.78,Yes,,51.9,-6.7,1.12,215.86,Yes,,Jan 26 BMO,,218.75,,4.62,6.43,-1.11,11695860.0,1.34,127490000000000.0,-4202000000.0,62290000000000.0,588500000.0,582450000.0,10460000.0,183.77,278.57,3.02,3.82
